,price,city_name,salon,nb_rooms,nb_baths,surface_area,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse
1532,890000.0,Saidia,1.0,2.0,2.0,68.0,0,0,0,0,1,0,0,1,1,1,0
1533,250000.0,Deroua,1.0,2.0,1.0,72.0,0,0,0,0,0,0,0,0,0,0,0
1534,870000.0,Casablanca,1.0,2.0,1.0,80.0,1,1,0,0,1,1,0,0,1,1,1
1535,650000.0,Sidi Rahal,2.0,3.0,1.0,93.0,0,0,0,0,0,0,0,0,0,0,0
1536,1050000.0,Berrechid,1.0,3.0,3.0,114.0,0,1,0,0,0,0,0,0,0,0,0
1537,500000.0,Casablanca,1.0,2.0,1.0,88.0,0,0,0,0,0,0,0,0,0,0,0
1538,7200.0,Bouznika,1.0,2.0,2.0,77.0,1,1,0,1,1,1,1,0,0,1,0
1540,1600000.0,Casablanca,1.0,2.0,1.0,105.0,1,1,0,0,0,0,0,0,0,0,1
1542,1300000.0,Tanger,1.0,4.0,2.0,127.0,1,1,0,0,1,0,0,0,0,1,0
1543,1750000.0,Rabat,1.0,3.0,2.0,88.0,0,1,0,0,0,0,0,0,0,0,1
1544,1100000.0,Marrakech,1.0,2.0,1.0,78.0,1,1,1,1,0,1,0,1,1,1,0
1545,390000.0,Saidia,1.0,2.0,1.0,62.0,0,1,0,0,0,1,0,1,0,0,0
1546,890000.0,Rabat,1.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1547,890000.0,Kénitra,1.0,2.0,2.0,105.0,1,1,0,0,1,1,0,0,1,1,1
1548,1400000.0,Skhirat,1.0,3.0,1.0,121.0,1,1,0,0,0,0,0,0,0,0,1
1549,840000.0,Kénitra,2.0,3.0,3.0,120.0,1,1,0,1,1,1,0,0,1,1,1
1551,890000.0,Casablanca,1.0,2.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0,0
1552,1279999.0,Casablanca,2.0,3.0,2.0,105.0,1,1,1,1,1,1,0,1,1,1,1
1553,360000.0,Casablanca,1.0,2.0,1.0,55.0,0,1,0,0,1,1,0,0,1,0,1
1554,450000.0,Sidi Rahal,1.0,2.0,1.0,54.0,0,0,0,0,0,1,0,0,0,0,0
1555,1550000.0,Casablanca,1.0,3.0,2.0,117.0,1,1,0,0,1,0,0,0,1,1,1
1556,240000.0,Casablanca,1.0,2.0,1.0,50.0,0,1,0,0,0,0,0,0,0,0,0
1557,1150000.0,Tanger,2.0,3.0,2.0,148.0,0,1,0,1,1,1,0,1,0,1,1
1558,890000.0,Marrakech,2.0,2.0,2.0,101.0,0,1,1,1,1,1,0,1,0,1,0
1559,500000.0,Oujda,1.0,1.0,2.0,90.0,1,1,0,0,1,0,0,0,0,0,1
1560,300000.0,Casablanca,1.0,2.0,1.0,56.0,0,1,0,0,0,0,0,0,1,1,0
1561,510000.0,Marrakech,1.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,0,0
1562,660000.0,El Jadida,1.0,3.0,2.0,90.0,1,1,0,0,1,1,0,0,1,1,1
1563,320000.0,Casablanca,1.0,1.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0,0
1564,460000.0,Tétouan,1.0,2.0,1.0,72.0,1,1,0,0,1,0,0,0,0,1,1
1565,320000.0,Meknès,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
1566,580000.0,Deroua,1.0,3.0,1.0,94.0,0,0,0,0,0,0,0,0,0,0,0
1567,470000.0,Kénitra,1.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1568,567000.0,Casablanca,1.0,2.0,1.0,54.0,1,0,0,0,0,0,0,0,1,0,1
1569,890000.0,Kénitra,1.0,2.0,2.0,91.0,0,0,0,0,0,0,0,0,0,0,0
1570,1000000.0,Tanger,1.0,2.0,1.0,80.0,0,0,0,0,0,0,0,0,0,0,0
1571,1350000.0,Fnideq,1.0,3.0,2.0,113.0,0,0,1,1,1,1,0,0,1,1,1
1572,890000.0,Salé,2.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0,0
1573,1000000.0,Casablanca,1.0,1.0,2.0,103.0,0,1,0,1,0,0,0,0,1,1,1
1574,1000.0,Ain Attig,1.0,2.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1576,1200000.0,Marrakech,1.0,2.0,1.0,93.0,1,1,1,1,1,1,1,1,1,1,1
1577,8000.0,Dar Bouazza,1.0,2.0,2.0,89.0,1,1,1,1,0,1,0,0,1,1,1
1578,320000.0,Selouane,1.0,2.0,2.0,65.0,0,1,0,0,0,0,0,0,1,0,0
1579,890000.0,Marrakech,1.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0,0
1580,1000000.0,Marrakech,1.0,1.0,2.0,67.0,1,1,1,1,1,1,0,0,0,1,0
1581,860000.0,Fès,2.0,4.0,3.0,88.0,0,1,0,0,0,0,0,0,0,0,0
1582,1200000.0,Rabat,1.0,3.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0
1583,480000.0,Marrakech,1.0,2.0,1.0,66.0,0,0,0,0,1,0,0,0,1,1,0
1584,890000.0,Casablanca,2.0,2.0,2.0,89.0,0,0,0,0,0,1,0,0,0,0,0
1585,890000.0,Casablanca,1.0,2.0,2.0,100.0,1,0,1,1,1,1,0,1,1,1,0
1587,809000.0,Casablanca,1.0,1.0,1.0,37.0,1,1,1,1,1,1,0,0,1,1,1
1588,720000.0,Marrakech,1.0,2.0,1.0,68.0,1,0,0,0,0,0,0,0,0,0,0
1590,570000.0,Fès,2.0,3.0,2.0,132.0,0,1,0,0,1,1,0,0,0,1,0
1591,780000.0,Temara,1.0,2.0,2.0,72.0,0,0,1,1,0,1,0,0,0,1,0
1592,700000.0,Marrakech,1.0,2.0,1.0,64.0,1,1,1,1,1,1,0,0,1,1,0
1593,1050000.0,Kénitra,1.0,3.0,2.0,114.0,1,1,0,1,1,1,0,0,1,1,0
1594,610000.0,Casablanca,1.0,2.0,2.0,77.0,1,1,0,0,1,1,0,0,1,1,1
1595,1452000.0,Tanger,1.0,3.0,1.0,132.0,1,1,0,0,0,1,0,0,1,0,0
1596,920000.0,Casablanca,1.0,2.0,1.0,79.0,1,1,0,0,0,0,0,0,0,0,1
1597,11500.0,Casablanca,1.0,2.0,2.0,78.0,1,1,0,0,1,0,0,0,1,1,1
1598,400000.0,Casablanca,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,1,0,0
1599,890000.0,Taounate,1.0,2.0,2.0,96.0,0,1,0,0,0,0,0,0,1,0,1
1600,800000.0,Fès,2.0,3.0,2.0,117.0,1,1,1,1,1,1,0,0,1,1,1
1601,1650000.0,Marrakech,1.0,3.0,2.0,114.0,1,0,1,1,0,1,0,0,1,1,1
1603,890000.0,Tanger,1.0,2.0,2.0,108.0,1,1,0,0,0,0,0,0,1,0,0
1604,760000.0,Mohammedia,1.0,2.0,2.0,78.0,0,1,0,0,0,1,0,0,0,0,0
1605,975000.0,Temara,1.0,3.0,2.0,87.0,1,1,0,0,0,1,0,0,1,0,1
1606,115000.0,Casablanca,1.0,3.0,3.0,116.0,1,1,0,0,1,1,0,0,1,1,1
1607,3000.0,Agadir,1.0,1.0,1.0,77.0,0,0,0,0,0,1,0,1,0,0,1
1608,200000.0,Safi,1.0,3.0,2.0,54.0,0,0,0,0,1,0,0,0,0,1,0
1609,880000.0,Fès,1.0,3.0,2.0,130.0,1,1,0,1,1,1,0,1,1,1,0
1610,680000.0,Berrechid,1.0,3.0,1.0,94.0,0,0,0,0,0,0,0,0,0,0,0
1613,440000.0,Tanger,1.0,2.0,1.0,73.0,1,1,0,0,0,0,0,0,0,0,0
1614,10500.0,Marrakech,1.0,2.0,2.0,82.0,1,1,0,0,0,1,0,0,1,1,0
1615,550000.0,Agadir Melloul,1.0,2.0,1.0,85.0,0,0,0,0,0,0,0,0,0,0,0
1616,360000.0,Tamesna,1.0,2.0,1.0,52.0,0,1,0,0,0,0,0,0,0,0,0
1617,430000.0,Casablanca,1.0,1.0,1.0,34.0,0,0,0,0,0,0,0,0,0,0,1
1618,750000.0,Casablanca,1.0,3.0,1.0,111.0,0,0,0,0,0,0,0,0,0,0,0
1619,650000.0,Saidia,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1620,530000.0,El Jadida,1.0,3.0,1.0,95.0,0,0,0,0,1,0,0,0,1,0,0
1622,1000000.0,Casablanca,1.0,2.0,1.0,76.0,1,1,0,0,0,0,0,0,0,0,1
1625,1630000.0,Kénitra,2.0,3.0,2.0,153.0,1,1,0,1,1,1,0,0,0,1,1
1626,850000.0,Tanger,1.0,2.0,1.0,76.0,1,1,0,1,0,0,0,0,0,1,0
1627,890000.0,Tit Mellil,1.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0,0
1628,850000.0,Tanger,1.0,2.0,1.0,76.0,1,1,0,1,0,0,0,0,0,1,0
1629,890000.0,Tanger,1.0,2.0,2.0,54.0,1,1,0,0,1,0,0,0,1,1,0
1630,430000.0,El Jadida,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,1
1631,460000.0,Tanger,1.0,2.0,1.0,55.0,1,1,0,0,1,0,0,0,1,1,0
1632,690000.0,Fès,1.0,3.0,2.0,141.0,0,0,0,0,0,0,0,0,0,0,0
1633,660000.0,Kénitra,1.0,3.0,1.0,111.0,0,0,0,0,0,0,0,0,0,0,0
1634,6250.0,Casablanca,1.0,2.0,2.0,64.0,0,1,0,0,1,0,0,0,0,1,0
1635,890000.0,Kénitra,1.0,2.0,2.0,79.0,0,0,0,0,0,0,0,0,0,0,0
1636,700000.0,Salé,1.0,3.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0,0
1637,1020000.0,Tanger,1.0,3.0,1.0,101.0,0,0,0,0,0,0,0,0,0,0,0
1639,330000.0,Saidia,1.0,2.0,1.0,57.0,0,0,1,1,1,1,0,1,1,1,0
1640,580000.0,Settat,1.0,3.0,1.0,116.0,0,1,0,1,0,0,0,0,0,0,0
1641,330000.0,Temara,1.0,2.0,1.0,52.0,0,0,0,0,0,0,0,0,1,1,0
1642,890000.0,Agadir,1.0,2.0,2.0,105.0,0,0,0,0,0,0,0,0,0,0,0
1643,920000.0,Fès,2.0,4.0,2.0,105.0,1,1,0,0,0,0,0,0,0,0,0
1644,1350000.0,Salé,2.0,2.0,2.0,148.0,0,0,0,1,1,1,0,0,1,1,1
1645,520000.0,Casablanca,1.0,3.0,2.0,80.0,0,0,0,0,0,0,0,1,1,1,0
1646,350000.0,Marrakech,1.0,2.0,1.0,47.0,0,1,0,1,1,0,0,0,0,1,0
1647,400000.0,Kénitra,1.0,2.0,1.0,70.0,0,1,0,0,0,1,0,0,0,0,0
1648,350000.0,Oujda,1.0,2.0,1.0,58.0,1,0,0,0,0,0,0,1,0,1,1
1649,890000.0,Tanger,2.0,2.0,2.0,83.0,1,0,0,1,1,1,0,0,0,0,0
1650,220000.0,Sidi Bennour,1.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0,0
1651,360000.0,Taza,1.0,2.0,1.0,72.0,1,1,0,0,0,0,0,0,0,0,0
1652,900000.0,Temara,1.0,2.0,2.0,70.0,0,0,0,0,0,0,0,0,0,0,0
1653,340000.0,Fès,1.0,2.0,2.0,75.0,0,1,0,0,0,0,0,0,0,0,0
1654,480000.0,Casablanca,1.0,3.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0
1655,500000.0,Kénitra,0.0,2.0,0.0,72.0,0,0,0,0,0,0,0,0,0,0,0
1656,500000.0,Agadir,1.0,2.0,2.0,53.0,1,1,1,0,1,1,0,0,1,1,0
1657,1150000.0,Tétouan,2.0,3.0,2.0,130.0,1,1,0,0,1,1,0,0,1,1,0
1658,890000.0,Salé,2.0,2.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0
1659,830000.0,Tamesna,2.0,3.0,3.0,115.0,1,1,0,0,1,1,0,0,1,1,0
1660,833000.0,Casablanca,1.0,3.0,2.0,84.0,1,1,0,0,0,1,0,0,1,1,1
1662,400000.0,Casablanca,1.0,2.0,1.0,66.0,0,0,0,0,0,0,0,0,0,0,0
1663,800000.0,Tanger,1.0,2.0,70.0,60.0,0,0,0,0,0,0,0,0,1,1,0
1664,890000.0,Casablanca,1.0,2.0,2.0,167.0,1,1,1,1,0,1,0,1,1,1,1
1665,890000.0,Marrakech,2.0,2.0,2.0,96.0,0,0,0,0,0,0,0,0,0,0,0
1666,1000000.0,Kénitra,2.0,3.0,3.0,150.0,1,1,0,0,1,1,0,0,1,1,0
1667,975000.0,Salé,1.0,3.0,2.0,106.0,1,1,0,0,1,1,0,0,1,1,1
1668,300000.0,Dar Bouazza,1.0,2.0,1.0,54.0,0,1,0,0,0,1,0,0,1,0,0
1669,900000.0,El Jadida,1.0,2.0,1.0,119.0,0,1,0,0,0,0,0,0,0,0,1
1670,500000.0,Mohammedia,1.0,2.0,1.0,67.0,0,1,0,0,0,1,0,0,1,1,0
1671,890000.0,Had Soualem,1.0,2.0,2.0,91.0,0,1,0,1,0,0,0,0,0,0,0
1672,890000.0,Bouskoura,1.0,2.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0,0
1673,725000.0,Marrakech,1.0,2.0,2.0,70.0,0,1,0,0,1,0,0,0,1,1,0
1674,1750000.0,Mohammedia,1.0,4.0,2.0,160.0,1,0,0,0,0,0,0,0,0,0,0
1675,900000.0,Berrechid,1.0,2.0,1.0,117.0,0,1,0,0,0,0,0,0,0,0,1
1676,850000.0,Berrechid,1.0,2.0,1.0,78.0,0,1,0,0,0,0,0,0,0,0,1
1677,800000.0,Berrechid,1.0,2.0,1.0,74.0,0,1,0,0,0,0,0,0,0,0,1
1678,850000.0,Berrechid,1.0,2.0,1.0,82.0,0,1,0,0,0,0,0,0,0,0,1
1679,430000.0,Martil,1.0,2.0,1.0,60.0,0,1,0,0,0,0,0,0,0,0,0
1681,1700000.0,Casablanca,1.0,2.0,1.0,70.0,1,0,0,0,0,0,0,0,1,0,0
1682,470000.0,Marrakech,1.0,2.0,2.0,73.0,0,1,0,0,1,0,0,0,1,1,0
1683,890000.0,Casablanca,1.0,2.0,2.0,52.0,0,0,0,0,0,1,0,0,1,1,0
1684,980000.0,Casablanca,1.0,1.0,1.0,44.0,1,1,1,1,0,1,0,1,1,0,0
1685,960000.0,Casablanca,1.0,2.0,2.0,103.0,1,1,0,0,1,0,0,0,1,1,0
1686,1300000.0,Casablanca,1.0,2.0,1.0,103.0,1,1,0,0,0,0,0,0,0,0,1
1687,650000.0,Tétouan,1.0,3.0,1.0,91.0,1,0,1,1,1,0,0,0,0,1,0
1688,990400.0,Bouskoura,1.0,2.0,1.0,83.0,1,0,0,0,0,0,0,0,1,0,0
1689,660000.0,El Jadida,1.0,3.0,2.0,90.0,1,1,0,0,1,1,0,1,1,1,1
1690,1400000.0,Temara,1.0,2.0,2.0,84.0,0,0,0,0,0,0,0,0,0,0,0
1692,890000.0,Agadir,5.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1693,1450000.0,Temara,1.0,2.0,2.0,104.0,1,1,0,1,1,1,0,0,1,1,1
1694,890000.0,Meknès,2.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1695,480000.0,Oujda,1.0,2.0,1.0,90.0,0,0,0,0,0,0,0,0,0,0,0
1696,900000.0,Temara,1.0,2.0,1.0,92.0,0,1,0,0,0,1,0,0,0,0,1
1699,280000.0,Meknès,1.0,3.0,2.0,68.0,1,1,0,0,0,0,0,0,0,1,0
1700,1550000.0,Casablanca,2.0,2.0,2.0,93.0,1,1,0,1,1,0,0,0,1,1,0
1701,1050000.0,Casablanca,1.0,2.0,2.0,124.0,1,0,0,0,1,1,0,0,1,1,1
1702,750000.0,Mohammedia,2.0,2.0,2.0,120.0,0,0,0,0,0,0,0,0,0,1,1
1703,850000.0,El Jadida,1.0,3.0,2.0,108.0,0,1,0,0,0,0,0,0,0,0,0
1705,2200000.0,Rabat,2.0,2.0,2.0,110.0,1,1,1,1,1,1,0,0,1,1,1
1706,650000.0,Casablanca,1.0,2.0,1.0,67.0,1,0,0,0,0,0,0,1,0,0,0
1707,750000.0,Mohammedia,2.0,2.0,2.0,120.0,0,0,0,0,0,0,0,0,0,1,1
1708,880000.0,Casablanca,1.0,2.0,2.0,61.0,1,0,0,0,1,1,0,0,1,1,1
1709,890000.0,Casablanca,2.0,2.0,2.0,98.0,0,1,0,0,0,0,0,0,1,0,0
1710,950000.0,Kénitra,1.0,4.0,2.0,114.0,1,1,0,1,1,1,0,0,1,0,0
1711,620000.0,Casablanca,1.0,2.0,1.0,62.0,1,1,0,0,0,0,0,0,0,1,0
1712,950000.0,Tanger,1.0,2.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0,0
1713,840000.0,Casablanca,1.0,2.0,1.0,74.0,1,0,0,0,1,0,0,0,1,1,0
1714,890000.0,El Ksiba,2.0,2.0,2.0,125.0,0,1,0,1,0,1,0,1,0,0,0
1715,1100000.0,Temara,1.0,2.0,2.0,87.0,0,1,0,0,1,1,0,0,1,1,1
1716,1650000.0,Tanger,2.0,2.0,2.0,125.0,1,1,0,0,0,0,0,1,0,0,0
1717,1500000.0,Rabat,1.0,3.0,1.0,104.0,0,0,0,0,1,0,0,0,1,1,0
1718,520000.0,Fès,2.0,3.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,1
1719,2200000.0,Marrakech,1.0,2.0,2.0,76.0,0,0,0,0,0,0,0,0,0,0,0
1720,1280000.0,Marrakech,1.0,2.0,2.0,100.0,1,1,0,1,1,0,0,0,1,1,0
1722,300000.0,Tanger,1.0,2.0,1.0,55.0,0,0,0,0,0,1,0,1,1,0,1
1723,1030000.0,Casablanca,1.0,3.0,1.0,94.0,0,0,0,0,0,0,0,0,1,1,0
1724,890000.0,Salé,1.0,2.0,2.0,83.0,0,1,0,0,0,0,0,0,0,0,0
1725,1380000.0,Marrakech,1.0,3.0,2.0,105.0,1,1,0,1,1,0,0,0,1,1,1
1726,890000.0,Tétouan,1.0,2.0,2.0,76.0,1,1,1,1,1,1,0,0,1,1,1
1727,900000.0,Temara,1.0,3.0,2.0,85.0,0,1,0,0,0,0,0,0,0,0,1
1728,1480000.0,Casablanca,2.0,2.0,2.0,100.0,1,1,1,1,1,1,0,0,0,1,0
1729,750000.0,Casablanca,1.0,2.0,1.0,85.0,1,1,0,0,0,0,0,0,1,0,0
1730,18000.0,Marrakech,1.0,3.0,2.0,101.0,1,1,1,1,1,1,0,0,1,1,1
1731,400000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,1,0,1,0,0,0
1732,350000.0,Casablanca,1.0,2.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0,0
1733,300000.0,Marrakech,1.0,1.0,1.0,45.0,0,0,0,0,0,0,0,0,1,1,0
1736,850000.0,Casablanca,1.0,2.0,2.0,97.0,0,1,0,0,0,0,0,0,0,0,0
1737,400000.0,Casablanca,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,1,0,0
1738,400000.0,Essaouira,1.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0,0
1739,890000.0,Safi,1.0,2.0,2.0,101.0,0,1,0,0,0,0,0,0,0,0,0
1740,790000.0,Marrakech,1.0,2.0,1.0,81.0,1,1,0,0,0,0,0,0,0,0,1
1741,1250000.0,Tanger,1.0,2.0,2.0,95.0,1,0,0,0,0,0,0,0,1,0,0
1742,890000.0,Salé,1.0,2.0,2.0,100.0,0,0,0,0,1,1,0,0,0,0,0
1744,700000.0,Kénitra,1.0,2.0,1.0,79.0,0,0,0,0,0,0,0,0,0,0,0
1745,800000.0,Temara,1.0,2.0,1.0,69.0,0,1,0,0,0,1,0,1,0,0,0
1746,890000.0,Agadir,1.0,2.0,2.0,81.0,0,0,0,0,0,0,0,0,0,0,0
1747,1800000.0,Casablanca,2.0,3.0,2.0,125.0,1,1,0,0,0,1,0,0,1,1,0
1748,2000000.0,Rabat,1.0,2.0,1.0,136.0,1,1,0,0,0,0,0,0,1,0,1
1749,430000.0,Casablanca,1.0,1.0,2.0,50.0,1,0,0,0,0,1,0,0,0,1,0
1750,460000.0,Tanger,1.0,2.0,2.0,92.0,0,0,0,0,0,0,0,0,0,0,0
1751,450000.0,Oujda,1.0,2.0,1.0,72.0,0,1,0,1,0,0,0,0,1,1,1
1752,405000.0,Meknès,1.0,2.0,2.0,73.0,0,1,0,1,0,0,0,0,0,0,0
1753,890000.0,Casablanca,1.0,2.0,2.0,126.0,1,0,0,0,0,1,0,0,1,1,1
1755,1950000.0,Casablanca,1.0,3.0,2.0,133.0,1,1,0,0,0,0,0,0,0,0,1
1756,700000.0,Mohammedia,1.0,2.0,1.0,75.0,0,1,0,0,0,1,0,0,1,1,0
1757,890000.0,Tanger,1.0,2.0,2.0,56.0,0,0,0,0,0,0,0,0,0,0,0
1758,550000.0,Dar Bouazza,1.0,2.0,1.0,57.0,0,1,0,0,0,1,0,0,1,0,0
1759,890000.0,Tanger,1.0,2.0,2.0,105.0,1,1,0,0,0,0,0,0,1,0,0
1760,290000.0,Tanger,1.0,2.0,1.0,54.0,0,1,0,0,0,1,0,0,1,0,0
1761,840000.0,Asilah,2.0,2.0,1.0,90.0,0,1,1,1,1,1,0,1,1,1,0
1762,2200000.0,Casablanca,1.0,2.0,2.0,146.0,1,1,0,0,0,0,0,0,1,0,1
1763,985000.0,Temara,1.0,3.0,1.0,89.0,1,1,0,0,1,1,0,0,1,0,0
1764,730000.0,Tanger,1.0,2.0,1.0,73.0,1,1,0,0,0,0,0,0,0,0,0
1765,300000.0,Meknès,1.0,3.0,1.0,60.0,1,0,0,0,1,0,0,0,1,1,0
1766,3500.0,Tétouan,1.0,2.0,2.0,85.0,1,1,0,0,0,1,0,1,0,1,0
1767,700000.0,Tanger,1.0,2.0,1.0,70.0,1,1,0,0,0,0,0,0,0,0,0
1768,890000.0,Agadir,1.0,2.0,2.0,62.0,1,1,0,0,0,1,0,0,1,1,0
1769,890000.0,Agadir,2.0,2.0,2.0,110.0,1,0,0,0,0,0,0,0,1,0,0
